id,name,nationality,income,debtRatio,creditScore,loanAmount,gender,age,riskProbability,decision
LENDING-54294,"Sarah Lopez",Germany,34895,0.3761,836,5000,Other,36,0.2107,Approve
LENDING-54295,"John Anderson",Germany,42344,0.3501,769,20764,Female,31,0.2722,Approve
LENDING-54296,"Patricia Brown",Australia,64329,0.1965,718,9257,Other,41,0.2708,Approve
LENDING-54297,"Robert Johnson",Japan,30939,0.3630,749,5306,Other,34,0.3036,Approve
LENDING-54298,"Robert Johnson",Japan,109790,0.3521,528,35487,Male,20,0.5020,Reject
LENDING-54299,"Thomas Garcia",United States,16717,0.2044,620,8340,Male,62,0.4039,Reject
LENDING-54300,"Thomas Martin",Singapore,45835,0.1576,819,10588,Male,33,0.1582,Approve
LENDING-54301,"Joseph Taylor",Singapore,25628,0.1828,613,9680,Female,44,0.4006,Reject
LENDING-54302,"Barbara Anderson",Germany,48667,0.2639,613,18245,Male,40,0.4134,Reject
LENDING-54303,"Charles Miller",United Kingdom,75749,0.3611,641,15160,Other,53,0.3985,Reject
LENDING-54304,"Susan Brown",Canada,42134,0.3297,621,8942,Male,25,0.4277,Reject
LENDING-54305,"Jessica Williams",Japan,16182,0.5007,684,5294,Female,68,0.4232,Reject
LENDING-54306,"Elizabeth Johnson",Canada,42309,0.2416,823,5361,Female,39,0.1808,Approve
LENDING-54307,"Karen Davis",Canada,60380,0.3128,734,9978,Female,68,0.2902,Approve
LENDING-54308,"Patricia Moore",Canada,51805,0.4267,766,17604,Male,75,0.2937,Approve
LENDING-54309,"James Rodriguez",France,32747,0.4888,841,6883,Male,68,0.2401,Approve
LENDING-54310,"Susan Smith",Australia,60083,0.1829,728,24973,Other,68,0.2579,Approve
LENDING-54311,"Elizabeth Brown",Germany,36786,0.0754,692,5000,Other,60,0.2766,Approve
LENDING-54312,"Karen Rodriguez",Japan,36454,0.3753,554,13344,Other,65,0.5173,Reject
LENDING-54313,"Susan Martin",France,87083,0.3498,695,29576,Other,73,0.3305,Approve
LENDING-54314,"Elizabeth Martinez",United Kingdom,43806,0.1189,544,9428,Other,38,0.4476,Reject
LENDING-54315,"Thomas Brown",France,58505,0.4268,690,28172,Other,62,0.3733,Reject
LENDING-54316,"Robert Smith",Germany,27794,0.1297,728,8895,Other,21,0.2581,Approve
LENDING-54317,"Susan Garcia",Canada,68148,0.4400,606,24887,Male,55,0.4641,Reject
LENDING-54318,"Richard Gonzalez",France,55500,0.3595,770,7683,Female,66,0.2674,Approve
LENDING-54319,"Charles Johnson",Singapore,71089,0.3113,750,29055,Male,51,0.2669,Approve
LENDING-54320,"James Brown",Germany,29728,0.4287,728,6792,Female,58,0.3468,Approve
LENDING-54321,"Robert Lopez",Singapore,22477,0.2010,748,11234,Other,38,0.2603,Approve
LENDING-54322,"Charles Thomas",Singapore,30649,0.0061,787,12935,Female,59,0.1552,Approve
LENDING-54323,"Jessica Taylor",Japan,38308,0.3430,738,7285,Other,54,0.3059,Approve
LENDING-54324,"Jennifer Lopez",Japan,21427,0.5029,681,5656,Male,44,0.4245,Reject
LENDING-54325,"Karen Martin",Australia,17910,0.1377,793,7904,Male,64,0.1945,Approve
LENDING-54326,"Thomas Garcia",United Kingdom,27175,0.5357,700,7662,Other,73,0.4108,Reject
LENDING-54327,"Jessica Davis",Australia,20721,0.1941,615,6670,Other,22,0.4042,Reject
LENDING-54328,"Susan Rodriguez",France,32284,0.4206,773,11974,Male,60,0.2940,Approve
LENDING-54329,"Linda Taylor",United Kingdom,76326,0.1263,821,27062,Female,76,0.1314,Approve
LENDING-54330,"Jennifer Garcia",Germany,59221,0.4426,606,21053,Other,62,0.4694,Reject
LENDING-54331,"Susan Gonzalez",Germany,25273,0.4335,573,5000,Other,39,0.5196,Reject
LENDING-54332,"Linda Garcia",Australia,51923,0.4445,603,9406,Other,47,0.4768,Reject
LENDING-54333,"Jennifer Hernandez",Germany,33507,0.4376,631,10772,Other,75,0.4534,Reject
LENDING-54334,"Charles Williams",Japan,30553,0.4695,673,8991,Other,23,0.4187,Reject
LENDING-54335,"Thomas Smith",United States,81907,0.4376,684,19606,Male,72,0.3714,Reject
LENDING-54336,"James Thomas",United Kingdom,85234,0.3031,765,20538,Male,18,0.2410,Approve
LENDING-54337,"Elizabeth Jackson",France,45862,0.1990,791,17815,Male,32,0.2011,Approve
LENDING-54338,"Richard Martinez",France,40303,0.3585,731,10932,Male,37,0.3172,Approve
LENDING-54339,"Robert Jackson",Australia,28706,0.3007,608,5000,Female,70,0.4399,Reject
LENDING-54340,"Elizabeth Taylor",United Kingdom,53133,0.3460,644,5516,Male,33,0.4020,Reject
LENDING-54341,"Patricia Martin",Japan,32746,0.0964,548,6748,Female,57,0.4420,Reject
LENDING-54342,"Robert Rodriguez",Germany,63005,0.0453,705,15152,Male,59,0.2403,Approve
LENDING-54343,"Joseph Lopez",United States,34820,0.0195,600,10119,Female,40,0.3612,Reject
LENDING-54344,"Linda Gonzalez",France,47427,0.5759,714,20404,Other,22,0.3974,Reject
LENDING-54345,"Barbara Brown",United Kingdom,41874,0.0708,772,11236,Male,35,0.1854,Approve
LENDING-54346,"Linda Davis",United Kingdom,22042,0.4360,831,7832,Male,19,0.2405,Approve
LENDING-54347,"Jessica Miller",France,46377,0.2650,726,8257,Male,63,0.2916,Approve
LENDING-54348,"David Thomas",Japan,18809,0.5797,713,8869,Female,51,0.4140,Reject
LENDING-54349,"William Jones",Canada,89340,0.3961,598,23680,Female,50,0.4491,Reject
LENDING-54350,"Thomas Thomas",Japan,54214,0.1669,676,17891,Female,49,0.3128,Approve
LENDING-54351,"Thomas Jones",United States,25035,0.1871,730,7022,Female,20,0.2745,Approve
LENDING-54352,"Joseph Hernandez",Japan,12617,0.1234,818,5000,Other,56,0.1656,Approve
LENDING-54353,"Robert Jackson",Canada,33577,0.3091,718,5553,Male,27,0.3199,Approve
LENDING-54354,"Elizabeth Davis",Australia,73609,0.3487,642,23897,Other,36,0.3947,Reject
LENDING-54355,"Mary Jackson",Singapore,53730,0.5071,732,25879,Male,46,0.3540,Approve
LENDING-54356,"Robert Jones",Singapore,29779,0.2369,818,5532,Male,75,0.1911,Approve
LENDING-54357,"Charles Garcia",Canada,19409,0.1201,773,9559,Female,57,0.2103,Approve
LENDING-54358,"Barbara Thomas",United Kingdom,20603,0.2291,709,5000,Male,55,0.3122,Approve
LENDING-54359,"Linda Moore",Germany,47612,0.1530,849,21695,Other,67,0.1232,Approve
LENDING-54360,"Karen Davis",Japan,39180,0.1003,589,6865,Other,64,0.3952,Reject
LENDING-54361,"Mary Martin",Japan,20355,0.7011,686,5214,Male,75,0.4791,Reject
LENDING-54362,"Susan Johnson",Australia,55283,0.1012,797,23663,Male,19,0.1605,Approve
LENDING-54363,"Patricia Moore",United States,64116,0.5370,585,18369,Male,57,0.5181,Reject
LENDING-54364,"Elizabeth Rodriguez",Japan,16999,0.5723,740,5000,Other,77,0.3832,Reject
LENDING-54365,"William Garcia",Germany,36681,0.2158,587,11292,Other,43,0.4333,Reject
LENDING-54366,"David Lopez",United Kingdom,36139,0.1775,782,5000,Female,72,0.2094,Approve
LENDING-54367,"Charles Anderson",Singapore,30933,0.2008,753,5000,Female,72,0.2506,Approve
LENDING-54368,"Joseph Martinez",United States,37861,0.4113,743,10057,Other,70,0.3212,Approve
LENDING-54369,"Charles Thomas",Canada,39228,0.4671,587,14829,Male,21,0.5074,Reject
LENDING-54370,"Susan Rodriguez",Japan,34460,0.2102,753,8127,Other,22,0.2516,Approve
LENDING-54371,"Sarah Williams",Japan,59713,0.4189,754,28496,Male,67,0.3005,Approve
LENDING-54372,"John Jones",Germany,49718,0.3861,629,10483,Male,21,0.4321,Reject
LENDING-54373,"Joseph Brown",Singapore,26578,0.2269,601,12113,Female,32,0.4264,Reject
LENDING-54374,"James Davis",United Kingdom,16920,0.3654,839,5000,Other,31,0.2132,Approve
LENDING-54375,"Susan Garcia",Australia,28068,0.2243,638,5000,Male,41,0.3845,Reject
LENDING-54376,"John Anderson",France,25808,0.3261,667,5261,Male,65,0.3846,Approve
LENDING-54377,"Robert Anderson",Singapore,24364,0.3404,700,5000,Other,66,0.3536,Approve
LENDING-54378,"Michael Thomas",Australia,36554,0.2992,736,16252,Male,57,0.2958,Approve
LENDING-54379,"Jennifer Gonzalez",Australia,24704,0.4543,549,10077,Other,25,0.5523,Reject
LENDING-54380,"Linda Rodriguez",Canada,129426,0.4795,785,28205,Other,73,0.2500,Approve
LENDING-54381,"Jessica Thomas",United Kingdom,48734,0.3005,611,13105,Male,18,0.4265,Reject
LENDING-54382,"William Rodriguez",Singapore,20550,0.3382,598,5000,Male,42,0.4661,Reject
LENDING-54383,"David Hernandez",United Kingdom,11781,0.3150,758,5000,Male,35,0.2890,Approve
LENDING-54384,"John Rodriguez",United Kingdom,83587,0.1511,726,21438,Female,19,0.2388,Approve
LENDING-54385,"Patricia Smith",Japan,49094,0.2870,589,5724,Male,45,0.4463,Reject
LENDING-54386,"Michael Martinez",Germany,15821,0.2938,850,5000,Female,64,0.1802,Approve
LENDING-54387,"Patricia Garcia",Singapore,30245,0.2688,641,5000,Female,52,0.3935,Reject
LENDING-54388,"Barbara Williams",Japan,105528,0.2900,542,42502,Other,72,0.4702,Reject
LENDING-54389,"Karen Gonzalez",United States,69449,0.3781,597,20500,Female,74,0.4547,Reject
LENDING-54390,"Jessica Johnson",Canada,29978,0.3811,766,6539,Male,64,0.2910,Approve
LENDING-54391,"Mary Moore",United Kingdom,8516,0.0045,712,5000,Other,63,0.2476,Approve
LENDING-54392,"Richard Hernandez",United States,57839,0.6064,656,14476,Female,69,0.4646,Reject
LENDING-54393,"Patricia Thomas",France,59163,0.3192,688,12577,Male,37,0.3429,Approve
LENDING-54394,"James Hernandez",Japan,19568,0.3674,723,8880,Male,38,0.3390,Approve
LENDING-54395,"Elizabeth Anderson",Australia,49800,0.2244,757,24629,Other,27,0.2439,Approve
LENDING-54396,"Michael Rodriguez",France,22799,0.5414,787,10202,Other,44,0.3197,Reject
LENDING-54397,"Elizabeth Martinez",France,23780,0.1589,840,8517,Male,33,0.1467,Approve
LENDING-54398,"Elizabeth Davis",Germany,20840,0.3483,643,5000,Male,53,0.4199,Reject
LENDING-54399,"James Miller",France,82501,0.2902,672,15122,Male,57,0.3400,Approve
LENDING-54400,"James Smith",Australia,19583,0.0550,612,5000,Other,27,0.3663,Reject
LENDING-54401,"Charles Moore",United Kingdom,15266,0.5059,832,5140,Other,35,0.2638,Approve
LENDING-54402,"Jessica Jones",Singapore,49558,0.2174,619,20937,Other,34,0.3924,Reject
LENDING-54403,"Michael Garcia",United States,17866,0.2844,518,5000,Male,29,0.5386,Reject
LENDING-54404,"Sarah Anderson",Singapore,20558,0.4135,679,7433,Male,23,0.4003,Reject
LENDING-54405,"Elizabeth Lopez",Canada,34999,0.2624,522,7540,Male,33,0.5190,Reject
LENDING-54406,"Linda Thomas",Germany,15610,0.2527,747,6693,Female,29,0.2804,Approve
LENDING-54407,"Patricia Wilson",Japan,30925,0.1933,453,10210,Female,44,0.5756,Reject
LENDING-54408,"Mary Hernandez",France,56680,0.4057,757,14556,Male,18,0.2948,Approve
LENDING-54409,"Elizabeth Lopez",Japan,35203,0.2013,724,11955,Female,32,0.2802,Approve
LENDING-54410,"Robert Martinez",United States,18604,0.2016,742,6220,Male,18,0.2690,Approve
LENDING-54411,"Elizabeth Brown",Germany,18375,0.4037,726,5000,Male,60,0.3472,Approve
LENDING-54412,"Joseph Thomas",United Kingdom,23504,0.4789,762,6619,Male,35,0.3279,Approve
LENDING-54413,"Karen Davis",Japan,25257,0.3760,745,5000,Other,27,0.3147,Approve
LENDING-54414,"John Hernandez",Australia,29828,0.3029,715,5000,Female,69,0.3232,Approve
LENDING-54415,"James Thomas",United Kingdom,23847,0.2301,850,6230,Other,54,0.1571,Approve
LENDING-54416,"William Taylor",United States,45365,0.2039,646,8365,Other,45,0.3610,Reject
LENDING-54417,"Susan Davis",Canada,79645,0.3504,709,16335,Other,39,0.3191,Approve
LENDING-54418,"William Hernandez",Canada,136452,0.2709,650,24506,Female,27,0.3312,Reject
LENDING-54419,"Jessica Hernandez",Japan,100556,0.1656,643,21967,Female,41,0.3252,Reject
LENDING-54420,"William Anderson",United States,67503,0.3192,850,25433,Other,48,0.1620,Approve
LENDING-54421,"Richard Lopez",United Kingdom,34096,0.2741,749,11098,Male,63,0.2754,Approve
LENDING-54422,"James Wilson",Canada,32028,0.2560,634,15104,Other,25,0.3964,Reject
LENDING-54423,"Mary Thomas",Australia,22859,0.1448,735,5000,Other,39,0.2575,Approve
LENDING-54424,"Richard Martinez",United States,54438,0.0450,748,8029,Male,42,0.1976,Approve
LENDING-54425,"John Lopez",Singapore,55395,0.4852,688,12172,Other,64,0.3946,Reject
LENDING-54426,"Karen Williams",Canada,21166,0.1756,569,8957,Male,42,0.4486,Reject
LENDING-54427,"Richard Martin",Germany,26154,0.4684,588,5314,Other,77,0.5133,Reject
LENDING-54428,"Mary Brown",Japan,32444,0.2736,641,12081,Female,75,0.3939,Reject
LENDING-54429,"Elizabeth Gonzalez",United Kingdom,61460,0.0063,790,12750,Female,34,0.1366,Approve
LENDING-54430,"Susan Thomas",Singapore,48123,0.2804,747,18020,Female,69,0.2724,Approve
LENDING-54431,"James Garcia",Canada,26996,0.2716,659,5000,Other,32,0.3763,Approve
LENDING-54432,"David Hernandez",Germany,26924,0.2368,710,11359,Female,40,0.3103,Approve
LENDING-54433,"Barbara Wilson",United States,51404,0.1892,716,13585,Other,28,0.2772,Approve
LENDING-54434,"John Jackson",Canada,46018,0.0500,729,11442,Other,34,0.2240,Approve
LENDING-54435,"Karen Garcia",Germany,44552,0.4904,760,20937,Female,44,0.3230,Approve
LENDING-54436,"Thomas Moore",Japan,35711,0.3870,728,5715,Male,66,0.3313,Approve
LENDING-54437,"Richard Thomas",Singapore,26798,0.1057,667,5000,Other,42,0.3179,Approve
LENDING-54438,"Michael Thomas",Singapore,57227,0.3530,754,8115,Female,62,0.2820,Approve
LENDING-54439,"Patricia Lopez",Japan,19559,0.5590,655,5000,Male,20,0.4706,Reject
LENDING-54440,"Elizabeth Jackson",United Kingdom,33693,0.1897,780,11749,Other,68,0.2164,Approve
LENDING-54441,"Jessica Taylor",Canada,44619,0.3364,611,16666,Female,37,0.4393,Reject
LENDING-54442,"Mary Miller",Germany,15192,0.5108,602,5000,Other,69,0.5162,Reject
LENDING-54443,"Patricia Thomas",United States,19942,0.1679,751,5531,Other,19,0.2484,Approve
LENDING-54444,"Richard Thomas",Japan,60007,0.5988,739,24029,Female,19,0.3707,Reject
LENDING-54445,"Mary Jones",Germany,28340,0.2561,628,7847,Other,72,0.4048,Reject
LENDING-54446,"David Hernandez",Singapore,18464,0.1396,813,5000,Other,20,0.1730,Approve
LENDING-54447,"Patricia Rodriguez",Australia,26154,0.2752,577,8964,Other,55,0.4673,Reject
LENDING-54448,"Susan Davis",United States,65176,0.2963,718,15258,Male,23,0.3003,Approve
LENDING-54449,"Robert Johnson",Singapore,27342,0.2382,757,6263,Other,71,0.2592,Approve
LENDING-54450,"Jessica Taylor",France,63950,0.3298,596,9112,Female,47,0.4441,Reject
LENDING-54451,"Linda Gonzalez",Germany,46521,0.2668,643,14628,Male,60,0.3826,Reject
LENDING-54452,"Sarah Anderson",France,36895,0.3938,564,12454,Male,19,0.5117,Reject
LENDING-54453,"Charles Martin",Canada,56679,0.2130,772,16326,Male,63,0.2207,Approve
LENDING-54454,"Joseph Davis",Canada,22939,0.2490,718,8176,Male,67,0.3072,Approve
LENDING-54455,"Michael Garcia",Singapore,16258,0.2327,666,6386,Male,27,0.3624,Approve
LENDING-54456,"Elizabeth Johnson",Singapore,48349,0.4034,737,20530,Male,44,0.3201,Approve
LENDING-54457,"Sarah Miller",Germany,39303,0.3476,670,7537,Male,42,0.3810,Approve
LENDING-54458,"Linda Garcia",France,27222,0.3181,645,6826,Other,68,0.4055,Reject
LENDING-54459,"Joseph Williams",Singapore,37795,0.2427,722,14479,Female,26,0.2935,Approve
LENDING-54460,"Thomas Jones",United States,76581,0.1565,794,15053,Female,35,0.1698,Approve
LENDING-54461,"Jennifer Moore",Australia,36849,0.1954,521,5000,Other,34,0.4991,Reject
LENDING-54462,"James Williams",United Kingdom,18527,0.5212,850,7091,Other,31,0.2471,Reject
LENDING-54463,"Thomas Wilson",United Kingdom,51309,0.2605,586,18940,Male,57,0.4405,Reject
LENDING-54464,"Michael Thomas",Germany,23797,0.1098,795,5000,Other,68,0.1810,Approve
LENDING-54465,"Michael Wilson",Australia,39941,0.3476,782,13022,Female,58,0.2585,Approve
LENDING-54466,"Karen Smith",Singapore,36551,0.3921,601,14896,Female,27,0.4710,Reject
LENDING-54467,"William Thomas",United Kingdom,30915,0.0999,654,10926,Female,57,0.3283,Reject
LENDING-54468,"Jessica Moore",Singapore,40548,0.3508,677,11214,Male,73,0.3737,Approve
LENDING-54469,"David Johnson",Japan,69300,0.2553,550,11480,Male,68,0.4692,Reject
LENDING-54470,"Mary Miller",France,62022,0.2725,638,25447,Male,31,0.3820,Reject
LENDING-54471,"James Williams",Japan,47817,0.3260,694,8867,Male,45,0.3441,Approve
LENDING-54472,"Jennifer Taylor",United States,31014,0.1294,620,5872,Male,74,0.3742,Reject
LENDING-54473,"Barbara Jackson",Japan,23283,0.6436,759,5000,Female,59,0.3807,Reject
LENDING-54474,"Linda Smith",Australia,17918,0.1481,506,5000,Male,59,0.5107,Reject
LENDING-54475,"Michael Martinez",Germany,30282,0.2911,673,8772,Other,54,0.3653,Approve
LENDING-54476,"Richard Brown",Japan,58508,0.3294,655,6275,Female,53,0.3823,Reject
LENDING-54477,"Jennifer Wilson",Australia,61963,0.2548,850,22379,Other,66,0.1455,Approve
LENDING-54478,"Susan Miller",Canada,31384,0.2733,755,15427,Female,55,0.2699,Approve
LENDING-54479,"Jennifer Miller",Japan,40937,0.3243,592,5000,Male,39,0.4583,Reject
LENDING-54480,"Jennifer Miller",Germany,44964,0.0167,631,7471,Male,57,0.3214,Reject
LENDING-54481,"James Smith",Germany,61335,0.6965,746,21166,Male,26,0.3917,Reject
LENDING-54482,"Patricia Jones",France,36059,0.0653,727,8219,Other,51,0.2357,Approve
LENDING-54483,"Robert Wilson",United States,43318,0.5286,594,19281,Male,22,0.5162,Reject
LENDING-54484,"William Brown",Canada,49884,0.5084,667,14780,Other,61,0.4272,Reject
LENDING-54485,"Jennifer Brown",Canada,49441,0.3262,521,17520,Female,54,0.5320,Reject
LENDING-54486,"Michael Taylor",Australia,23171,0.4435,692,11444,Other,27,0.3938,Reject
LENDING-54487,"Patricia Jones",Germany,34413,0.2940,722,16276,Female,76,0.3106,Approve
LENDING-54488,"William Gonzalez",Japan,46676,0.5959,710,15455,Male,46,0.4082,Reject
LENDING-54489,"Charles Moore",Singapore,47425,0.3079,663,22323,Male,43,0.3727,Approve
LENDING-54490,"Robert Davis",Japan,35858,0.0064,753,13908,Other,58,0.1898,Approve
LENDING-54491,"David Johnson",Australia,51281,0.5310,743,15716,Male,41,0.3504,Reject
LENDING-54492,"Sarah Taylor",Germany,25816,0.2318,742,12076,Other,39,0.2745,Approve
LENDING-54493,"Charles Jones",France,23507,0.0266,576,6441,Female,73,0.3951,Reject
LENDING-54494,"John Rodriguez",Singapore,39555,0.3321,721,12013,Male,27,0.3206,Approve
LENDING-54495,"Michael Williams",United States,25381,0.0744,702,9305,Male,32,0.2711,Approve
LENDING-54496,"Jennifer Wilson",Canada,38743,0.2441,825,19146,Female,29,0.1811,Approve
LENDING-54497,"William Smith",Singapore,44261,0.2695,634,11609,Other,63,0.3944,Reject
LENDING-54498,"Richard Anderson",Japan,20361,0.3423,598,5000,Male,25,0.4674,Reject
LENDING-54499,"Karen Lopez",United States,91915,0.2990,699,13156,Other,29,0.3085,Approve
LENDING-54500,"Jessica Taylor",Germany,51616,0.5737,805,25158,Other,46,0.2954,Reject
LENDING-54501,"William Miller",United Kingdom,28157,0.2516,689,5000,Female,73,0.3370,Approve
LENDING-54502,"James Miller",Canada,33995,0.2466,798,13631,Female,22,0.2137,Approve
LENDING-54503,"Robert Taylor",Canada,26786,0.2861,731,11748,Female,75,0.3023,Approve
LENDING-54504,"James Rodriguez",Japan,63393,0.2899,751,16100,Male,70,0.2633,Approve
LENDING-54505,"William Johnson",Japan,20719,0.0975,632,5000,Male,29,0.3567,Reject
LENDING-54506,"Barbara Taylor",United Kingdom,46138,0.3982,768,12225,Male,53,0.2858,Approve
LENDING-54507,"Joseph Williams",United Kingdom,60854,0.2226,829,16459,Other,71,0.1593,Approve
LENDING-54508,"Susan Hernandez",Australia,14812,0.4121,692,5000,Other,44,0.3886,Reject
LENDING-54509,"Charles Wilson",Australia,42696,0.2985,561,9708,Female,68,0.4835,Reject
LENDING-54510,"Robert Smith",Germany,97697,0.3675,634,36727,Other,32,0.3970,Reject
LENDING-54511,"Elizabeth Garcia",United States,45086,0.4599,667,7080,Male,29,0.4151,Reject
LENDING-54512,"Barbara Moore",United Kingdom,38882,0.3062,828,15752,Female,33,0.1964,Approve
LENDING-54513,"Sarah Davis",Canada,30725,0.4852,610,10000,Male,53,0.4920,Reject
LENDING-54514,"Barbara Jones",Japan,47904,0.2902,514,17954,Female,25,0.5297,Reject
LENDING-54515,"Richard Smith",United Kingdom,15553,0.0561,738,6378,Other,42,0.2312,Approve
LENDING-54516,"John Hernandez",Australia,53993,0.3088,825,9563,Other,29,0.1929,Approve
LENDING-54517,"Barbara Garcia",United States,39864,0.2361,700,7849,Male,41,0.3145,Approve
LENDING-54518,"William Brown",United States,18203,0.2836,850,6651,Male,49,0.1760,Approve
LENDING-54519,"Thomas Jones",Japan,42455,0.2501,775,17139,Other,66,0.2356,Approve
LENDING-54520,"James Smith",Australia,26372,0.0218,686,12484,Female,40,0.2723,Approve
LENDING-54521,"Mary Davis",United States,24650,0.3642,694,9483,Female,60,0.3671,Approve
LENDING-54522,"Jessica Jones",Canada,53803,0.3260,528,10564,Male,45,0.5222,Reject
LENDING-54523,"Joseph Taylor",Canada,22883,0.3358,757,5506,Male,59,0.2908,Approve
LENDING-54524,"Mary Hernandez",France,12825,0.2602,559,5000,Female,50,0.4891,Reject
LENDING-54525,"Patricia Jackson",France,16485,0.3572,685,6114,Female,48,0.3789,Approve
